,ligand_name,pdb_name,smiles,rot_bonds,n_atoms,arom_rings,amide_bonds
2614,2ow6_ligand,2ow6,O[C@H]1[C@@H]2[C@@H](O)CCC[S@+]2C[C@H]1O,0,27,0,0
4035,6max_ligand,6max,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,0,27,2,0
5996,2wyi_ligand,2wyi,O[C@H]1[C@H]2[C@H](O)CCC[N+]2C[C@H]1O,0,27,0,0
7283,1qvt_ligand,1qvt,Nc1ccc2cc3ccc(N)cc3nc2c1,0,27,3,0
8780,4zph_ligand,4zph,Nc1ccc2cc3ccc(N)cc3nc2c1,0,27,3,0
9121,2w6o_ligand,2w6o,CC1(C)CC(=O)c2c(N)ncnc2C1,0,27,1,0
9160,1qvu_ligand,1qvu,Nc1ccc2cc3ccc(N)cc3nc2c1,0,27,3,0
9488,4tyl_ligand,4tyl,Cc1cc2c(cc1N)n(C)c(=O)n2C,0,27,2,0
10028,6r9s_ligand,6r9s,O[C@@H]1CO[C@@H]2C[C@H]1Nc1ccc(F)cc12,0,27,1,0
13466,4tz8_ligand,4tz8,CC1(C)CNC(=O)c2sc(N)nc2C1,0,27,1,1
3996,2g01_ligand,2g01,Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,0,28,3,0
5712,2ww0_ligand,2ww0,O[C@H]1[C@H]2[C@H](O)CCC[N@H+]2C[C@H]1O,0,28,0,0
10984,2wcg_ligand,2wcg,[NH2+]=C1NC[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)N12,0,28,0,0
12290,1hww_ligand,1hww,O[C@H]1[C@H]2[C@H](O)CCC[N@@H+]2C[C@H]1O,0,28,0,0
13621,2ww2_ligand,2ww2,O[C@H]1[C@H]2[C@H](O)CCC[N@@H+]2C[C@H]1O,0,28,0,0
388,6n9h_ligand,6n9h,[NH3+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,0,29,0,0
1690,6naf_ligand,6naf,[NH3+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,0,29,0,0
4472,3jq8_ligand,3jq8,CC1=Nc2c(N)nc(N)nc2NC1(C)C,0,29,1,0
5882,1mx1_ligand,1mx1,Nc1c2c(nc3ccccc13)CCCC2,0,29,2,0
9516,1acj_ligand,1acj,Nc1c2c(nc3ccccc13)CCCC2,0,29,2,0
9520,4bqt_ligand,4bqt,O=c1cccc2n1C[C@@H]1C[NH2+]C[C@H]2C1,0,29,1,0
9643,2c3j_ligand,2c3j,NC1=N/C(=C2/CCNC(=O)c3[nH]ccc32)C(=O)N1,0,29,1,2
10991,6g1u_ligand,6g1u,C[n+]1c2ccccc2c(N)c2ccc(Cl)cc21,0,29,3,0
13459,2aow_ligand,2aow,Nc1c2c(nc3ccccc13)CCCC2,0,29,2,0
13607,2aox_ligand,2aox,Nc1c2c(nc3ccccc13)CCCC2,0,29,2,0
1043,3vid_ligand,3vid,c1ccc2c3c([nH]c2c1)-c1[nH]ncc1CCC3,0,30,3,0
4711,2cn8_ligand,2cn8,[NH2+]=C1NC(=O)/C(=C2\CCNC(=O)c3[nH]ccc32)N1,0,30,1,2
5470,3ro0_ligand,3ro0,c1cc[n+]2c(c1)-c1cccc3[n+]1[Pt@SP3+4]2[n+]1ccccc1-3,0,30,3,0
10269,1ikw_ligand,1ikw,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0,30,1,1
11463,4aft_ligand,4aft,c1cnc2cc3c(cc2n1)[C@@H]1C[NH2+]C[C@H]3C1,0,30,2,0
11842,1f0q_ligand,1f0q,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0,30,2,0
12494,5mfr_ligand,5mfr,[NH3+][C@H]1CCc2ccccc2CC1(O)O,0,30,1,0
12549,1ikv_ligand,1ikv,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0,30,1,1
8169,3zlw_ligand,3zlw,C[C@@]1(O)CCN2C(=O)CCc3cccc1c32,0,31,1,1
11948,3owk_ligand,3owk,Cc1cnc(Cl)c2c1[nH]c1c3ccc(O)cc3ccc12,0,31,4,0
12605,3owl_ligand,3owl,Cc1cnc(Cl)c2c1[nH]c1ccc3cc(O)ccc3c12,0,31,4,0
2354,1q41_ligand,1q41,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,0,32,2,1
12009,1uv5_ligand,1uv5,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,0,32,2,1
13046,5w0q_ligand,5w0q,CNC(=O)N1C[C@@H](C)Oc2cc(C)ccc21,0,32,1,2
3634,5un1_ligand,5un1,C[C@]12[NH2+][C@H](Cc3ccccc31)c1ccccc12,0,33,2,0
5872,4idt_ligand,4idt,Nc1ncc2c(n1)-c1c([nH]c3ccc(Br)cc13)CCC2,0,33,3,0
4645,4twd_ligand,4twd,C[C@]12C[C@@H]3C[C@](C)(C1)C[C@@]([NH3+])(C3)C2,0,35,0,0
13958,5ai1_ligand,5ai1,C[C@]12C=Cc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,0,36,2,0
1025,6quw_ligand,6quw,CC1(C)C[C@@]2(C)c3ccccc3N[C@@]2(C)[NH2+]1,0,37,1,0
12003,4joo_ligand,4joo,CN1C(=[NH2+])N[C@@]2(CC(C)(C)Oc3ccc(Br)cc32)C1=O,0,37,1,1
12399,1vot_ligand,1vot,C/C=C1\[C@H]2C=C(C)C[C@]1([NH3+])c1ccc(=O)[nH]c1C2,0,37,1,0
13248,5hki_ligand,5hki,O=C1C[C@]2(O)CC(=O)O[Fe+7]34(O1)(OC(=O)C[C@](O)(CC(=O)O3)C(=O)O4)OC2=O,0,37,0,0
533,6jio_ligand,6jio,CC(C)(C)OC(=O)N1CCc2ccc(N)cc2C1,0,38,1,1
6234,2agv_ligand,2agv,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,0,38,1,0
10353,1w6y_ligand,1w6y,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,0,38,2,0
441,3eyh_ligand,3eyh,CC(C)(C)c1nc2c3c(c4cc(F)ccc4c2[nH]1)C(=O)N=CC3,0,39,3,1
7072,2b7a_ligand,2b7a,CC(C)(C)c1nc2c3cc[nH]c(=O)c3c3cc(F)ccc3c2[nH]1,0,39,4,0
9706,2iws_ligand,2iws,O=C1CCC/C=C\CCOC(=O)c2c(O)cc(O)c(Cl)c2C1,0,39,1,0
10706,3lxl_ligand,3lxl,CC(C)(C)c1nc2c3c(c4cc(F)ccc4c2[nH]1)C(=O)N=CC3,0,39,3,1
13887,2iwu_ligand,2iwu,O=C1CCC/C=C/CCOC(=O)c2c(O)cc(O)c(Cl)c2C1,0,39,1,0
5608,3arv_ligand,3arv,CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,0,40,3,0
7063,3as0_ligand,3as0,CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,0,40,3,0
9619,5al4_ligand,5al4,C[NH+]1CCN(C2=[NH+]C3=CCCCC3C(=O)N2)CC1,0,40,0,1
12718,3lle_ligand,3lle,CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,0,40,3,0
12983,5zbz_ligand,5zbz,CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,0,40,3,0
8085,3cy2_ligand,3cy2,Cn1c2c(c3ccc(Cl)cc31)[C@@H](C#N)C1(CC[NH2+]CC1)NC2=O,0,41,2,1
4380,2zbk_ligand,2zbk,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,0,42,1,0
4842,3cgy_ligand,3cgy,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,0,42,1,0
11257,2q8i_ligand,2q8i,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,0,42,1,0
946,2b1z_ligand,2b1z,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CC[C@@]2(C)O,0,43,2,0
5586,4zlo_ligand,4zlo,C[NH+]1CCN(C2=Nc3cc(F)ccc3Nc3ccc(F)cc32)CC1,0,43,2,0
1606,2j7x_ligand,2j7x,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,44,1,0
2316,1a52_ligand,1a52,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,44,1,0
2349,2d06_ligand,2d06,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,44,1,0
2445,5ayf_ligand,5ayf,C[NH+]1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0,44,2,0
5599,1g50_ligand,1g50,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,44,1,0
11030,4pxm_ligand,4pxm,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,44,1,0
13358,1qku_ligand,1qku,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,44,1,0
3523,5ylt_ligand,5ylt,C[NH+]1CCC(=C2c3ccccc3C=Cc3cc(O)ccc32)CC1,0,45,2,0
5036,2bw7_ligand,2bw7,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,45,1,0
5859,6oyw_ligand,6oyw,C[C@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,0,45,3,1
7304,1h62_ligand,1h62,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0,45,0,0
7721,2xx2_ligand,2xx2,O=C1CCCCCCCCNC(=O)c2c(O)cc(O)c(Cl)c2C1,0,45,1,1
11005,2ao6_ligand,2ao6,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,0,45,0,0
10180,4x1f_ligand,4x1f,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,0,46,1,0
13117,4oo9_ligand,4oo9,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1,0,46,1,1
13916,4ce3_ligand,4ce3,CN1CCC/C=C\CCCC(=O)Cc2c(Cl)c(O)cc(O)c2C1=O,0,46,1,1
153,5eol_ligand,5eol,Cc1nc2cccc3c2nc1N[C@H](C)/C=C\C[C@H]1CNC(=O)c2cc-3[nH]c21,0,48,3,1
5073,5cfb_ligand,5cfb,O=C1C[C@@H]2OCC=C3C[N@@H+]4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,0,48,1,1
7418,5o8t_ligand,5o8t,O=C1C[C@@H]2OCC=C3C[N@@H+]4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,0,48,1,1
232,5a9u_ligand,5a9u,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,0,49,3,1
2558,4uxl_ligand,4uxl,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,0,49,3,1
3512,5aa8_ligand,5aa8,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,0,49,3,1
4931,6mdq_ligand,6mdq,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0,49,0,0
8192,4ce2_ligand,4ce2,CN1CC/C=C/CCCCCC(=O)Cc2c(Cl)c(O)cc(O)c2C1=O,0,49,1,1
8523,4mg8_ligand,4mg8,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,0,49,1,0
9645,4cli_ligand,4cli,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,0,49,3,1
11638,1dbk_ligand,1dbk,C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0,49,0,0
14011,5tgy_ligand,5tgy,FC(F)(F)C1=C2C=CC3=[N+]2[Zn@SP2-5]24n5c1ccc5C(C(F)(F)F)=C1C=CC(=[N+]12)C(C(F)(F)F)=c1ccc(n14)=C3C(F)(F)F,0,49,2,0
2016,1sqn_ligand,1sqn,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0,50,0,0
9861,1xnx_ligand,1xnx,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C=CC[C@@H]12,0,50,0,0
548,2am9_ligand,2am9,C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0,51,0,0
1005,2pgj_ligand,2pgj,O=c1c2ncn3c2ncn1[C@@H]1O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OCC2=C(O)[C@@H](O)[C@H]3O2)[C@@H](O)[C@H]1O,0,51,2,0
1767,1dbj_ligand,1dbj,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0,51,0,0
3152,4cmu_ligand,4cmu,Cc1nn(C)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,0,51,3,1
4244,1d2s_ligand,1d2s,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0,51,0,0
8399,2pgl_ligand,2pgl,O=c1c2ncn3c2ncn1[C@@H]1O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OCC2=C(O)[C@@H](O)[C@H]3O2)[C@@H](O)[C@H]1O,0,51,2,0
11226,2ama_ligand,2ama,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0,51,0,0
6677,6s9d_ligand,6s9d,O=C1Nc2nc3ccccc3n2CCCCCOc2ccccc2-c2cc1ccn2,0,52,4,1
9413,4ce1_ligand,4ce1,CN1CC/C=C/CCCCCCC(=O)Cc2c(Cl)c(O)cc(O)c2C1=O,0,52,1,1
2947,2ds1_ligand,2ds1,C[C@@H]1C[C@H]2C[N@H+]1CCn1[nH]c3c(cccc3c1=O)[C@@H]1Nc3c(cccc3O2)NC1=O,0,54,3,1
6513,1ld8_ligand,1ld8,N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CC[C@@H]([NH2+]Cc3cncn3C2)C1=O,0,55,4,1
9434,4dcy_ligand,4dcy,C[N@@+]12Cc3cccc[n+]3[Fe@TB5+6]134OC(=O)C[N@+]3(Cc1cccc[n+]14)[C@H]1CCCC[C@@H]12,0,55,2,0
757,3u4h_ligand,3u4h,Nc1nc2c(O)n3cnc-2[n+]1[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]2O[C@@H]3[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,0,56,0,0
1507,3u4i_ligand,3u4i,Nc1c2nc[n+]3c-2ncn1[C@@H]1C[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]2O[C@@H]3[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,0,57,0,0
7785,4dcx_ligand,4dcx,O=C1C[N@@+]23Cc4cccc[n+]4[Fe+7]245(O1)OC(=O)C[N@+]4(Cc1cccc[n+]15)[C@@H]1CCCC[C@H]13,0,57,2,0
10508,1ld7_ligand,1ld7,N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CC[C@H]([NH2+]CCc3cncn3C2)C1=O,0,58,4,1
4936,3w8o_ligand,3w8o,[H][Fe@OH16+7]123([H])n4c5c6ccccc6c4[N-]c4c6ccccc6c(n41)[N-]c1c4ccccc4c(n12)[N-]c1c2ccccc2c(n13)[N-]5,0,59,8,0
3379,6oqn_ligand,6oqn,O=C1NS(=O)(=O)CCOCCCCCCN2C[C@@]3(CCc4cc(Cl)ccc43)COc3ccc1cc32,0,66,2,1
1712,1k2v_ligand,1k2v,CC1=[O+][Fe+7]2345ON(C)C(=[O+]2)CCC(=O)NCCCCCN(O3)C(=[O+]4)CCC(=O)NCCCCCN1O5,0,71,0,2
4754,4q1s_ligand,4q1s,CC1=C2O[C@]3(O)C[C@@H]2C(=C(O)C1=O)[C@@H]1O[C@H](CC[C@H](C)/C=C(\C)C[C@@H](C)C[C@@H]3C)[C@H](C)[C@H](O)[C@H]1C,0,79,0,0
3038,4hmq_ligand,4hmq,C[C]1O[Fe@OH3+7]2345O[C](C)N(CCC[C@@H]6NC(=O)[C@H](CCC[N+](=C(C)O2)O3)NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CCCN1O4)NC6=O)O5,0,91,0,6
7240,2it4_ligand,2it4,O=C([O-])[P+](=O)(=O)[O-],1,7,0,0
3231,1g5f_ligand,1g5f,ClCCCl,1,8,0,0
4528,5g1p_ligand,5g1p,NC(=O)O[P+](=O)(=O)[O-],1,10,0,1
8026,2sfp_ligand,2sfp,CCC(=O)[O-],1,10,0,0
12667,4wks_ligand,4wks,CC[B+]O,1,10,0,0
4189,5wic_ligand,5wic,O=C([O-])c1ccco1,1,11,1,0
8596,5wbf_ligand,5wbf,C[C@@H](O)C(=O)[O-],1,11,0,0
9829,1qpb_ligand,1qpb,CC(=O)C(N)=O,1,11,0,1
9862,2hdq_ligand,2hdq,O=C([O-])c1cccs1,1,11,1,0
12769,2o9a_ligand,2o9a,C[C@H](O)C(=O)[O-],1,11,0,0
2367,3ad8_ligand,3ad8,O=C([O-])c1ccc[nH]1,1,12,1,0
3054,4nni_ligand,4nni,O=C([O-])c1cnccn1,1,12,1,0
1169,3ipa_ligand,3ipa,C[C@H]([NH3+])C(=O)[O-],1,13,0,0
1287,1iup_ligand,1iup,CC(C)C(=O)[O-],1,13,0,0
1377,6csf_ligand,6csf,C[C@@H]([NH3+])C(=O)[O-],1,13,0,0
7816,5wii_ligand,5wii,O=C([O-])c1ccnc(Cl)c1,1,13,1,0
9612,6cse_ligand,6cse,C[C@H]([NH3+])C(=O)[O-],1,13,0,0
10378,6gg3_ligand,6gg3,C[C@H]([NH3+])C(=O)[O-],1,13,0,0
12768,4y4v_ligand,4y4v,C[C@@H]([NH3+])C(=O)[O-],1,13,0,0
2227,1kqb_ligand,1kqb,O=C([O-])c1ccccc1,1,14,1,0
5761,6dcz_ligand,6dcz,O=C([O-])c1occc(=O)c1O,1,14,1,0
10074,2vj1_ligand,2vj1,O=Cc1ccccc1,1,14,1,0
11068,2rc9_ligand,2rc9,[NH3+]C1(C(=O)[O-])CC1,1,14,0,0
11625,1p28_ligand,1p28,CC(=O)[C@H](C)O,1,14,0,0
12155,4r17_ligand,4r17,C[C@@H]1[NH2+][C@@H]1C=O,1,14,0,0
12548,2eg8_ligand,2eg8,O=C([O-])c1[nH]c(=O)[nH]c(=O)c1F,1,14,1,0
309,5jzs_ligand,5jzs,O=C([O-])c1cc(Cl)c(O)c(Cl)c1,1,15,1,0
340,3gf2_ligand,3gf2,O=C([O-])c1ccccc1O,1,15,1,0
816,3lk1_ligand,3lk1,O=C([O-])c1ccccc1S,1,15,1,0
1035,2y7k_ligand,2y7k,O=C([O-])c1ccccc1O,1,15,1,0
1936,1k03_ligand,1k03,O=Cc1ccc(O)cc1,1,15,1,0
2847,1yc5_ligand,1yc5,NC(=O)c1cccnc1,1,15,1,1
4256,2y7w_ligand,2y7w,O=C([O-])c1ccccc1O,1,15,1,0
4872,6qmu_ligand,6qmu,O=[N+]([O-])c1cccc(O)c1,1,15,1,0
5896,5cu2_ligand,5cu2,O=C([O-])c1ccccc1O,1,15,1,0
7349,2pfy_ligand,2pfy,O=C1CC[C@@H](C(=O)[O-])N1,1,15,0,1
8025,6k4t_ligand,6k4t,O=C([O-])c1ccccc1S,1,15,1,0
8278,4e4a_ligand,4e4a,O=C([O-])c1ccccc1S,1,15,1,0
9201,3vp4_ligand,3vp4,CCc1nnc(N)s1,1,15,1,0
9515,3pcc_ligand,3pcc,O=C([O-])c1ccc(O)cc1,1,15,1,0
9673,2y7p_ligand,2y7p,O=C([O-])c1ccccc1O,1,15,1,0
10949,3pch_ligand,3pch,O=C([O-])c1ccc(O)c(Cl)c1,1,15,1,0
12409,3qvu_ligand,3qvu,O=[N+]([O-])c1ccc(O)cc1,1,15,1,0
13439,3pcb_ligand,3pcb,O=C([O-])c1cccc(O)c1,1,15,1,0
13845,4yrg_ligand,4yrg,OCc1cccc(Br)n1,1,15,1,0
2295,1l6m_ligand,1l6m,O=C([O-])c1cccc(O)c1O,1,16,1,0
2306,4k8a_ligand,4k8a,Brc1cncc(-c2nnn[nH]2)c1,1,16,2,0
4903,1xge_ligand,1xge,O=C1C[C@@H](C(=O)[O-])NC(=O)N1,1,16,0,3
6847,4own_ligand,4own,Nc1ccc(F)cc1C(=O)[O-],1,16,1,0
7598,4e3f_ligand,4e3f,O=C([O-])c1c(O)cccc1O,1,16,1,0
9907,5akg_ligand,5akg,Nc1nnc(-c2cccs2)s1,1,16,2,0
10123,3q2a_ligand,3q2a,Nc1ccc(C(=O)[O-])cc1,1,16,1,0
10496,1ykp_ligand,1ykp,O=C([O-])c1ccc(O)c(O)c1,1,16,1,0
11028,4owo_ligand,4owo,Nc1cccc(F)c1C(=O)[O-],1,16,1,0
11943,6npf_ligand,6npf,O=C1C[C@H]([P+](=O)(=O)[O-])C(=O)N1O,1,16,0,2
12336,5jz9_ligand,5jz9,O=S(=O)([O-])c1cc(Cl)c(O)c(Cl)c1,1,16,1,0
12526,3u0d_ligand,3u0d,O=C([O-])c1cccc(O)c1O,1,16,1,0
13075,3fqa_ligand,3fqa,Nc1cccc(C(=O)[O-])c1,1,16,1,0
13642,4e3d_ligand,4e3d,O=C([O-])c1cc(O)ccc1O,1,16,1,0
13726,5ofw_ligand,5ofw,NC(=O)c1ccc(F)c(Cl)c1,1,16,1,1
688,4x8s_ligand,4x8s,COc1cc(Br)ccc1O,1,17,1,0
1733,3r00_ligand,3r00,O=C([O-])c1cc2cc(Br)ccc2o1,1,17,2,0
1763,4txs_ligand,4txs,N#CCc1ccc(O)cc1,1,17,1,0
2551,3h22_ligand,3h22,[H]/N=C1\NC(=[NH2+])NC(=O)C1N=O,1,17,0,1
4899,5jzb_ligand,5jzb,NS(=O)(=O)c1cc(Cl)cc(Cl)c1,1,17,1,0
5751,5o0b_ligand,5o0b,O=C([O-])c1ccc2[nH]nc(Br)c2c1,1,17,2,0
6172,4aj2_ligand,4aj2,Clc1ccccc1-c1nnn[nH]1,1,17,2,0
6183,2hdr_ligand,2hdr,Nc1ccc(C(=O)[O-])cc1O,1,17,1,0
6242,2ooz_ligand,2ooz,O/N=C/c1ccc(O)cc1,1,17,1,0
6347,4ctj_ligand,4ctj,O=C([O-])c1ccc2occc2c1,1,17,2,0
8766,2c90_ligand,2c90,Clc1ccc(-n2cnnn2)cc1,1,17,2,0
9022,6k4x_ligand,6k4x,Nc1ccc(C(=O)[O-])c(S)c1,1,17,1,0
9773,4wmv_ligand,4wmv,O=C([O-])c1sc2cc(F)ccc2c1Cl,1,17,2,0
10438,5ofv_ligand,5ofv,Cc1ccc(F)cc1C(=O)[O-],1,17,1,0
11331,6dzq_ligand,6dzq,C=C1CC(=O)C(O)=C(C(=O)[O-])O1,1,17,0,0
11371,5m4q_ligand,5m4q,O=C([O-])[C@@H]1CCC[NH2+]1,1,17,0,0
12029,6dcy_ligand,6dcy,Cc1occ(O)c(=O)c1C(=O)[O-],1,17,1,0
12406,4tya_ligand,4tya,O=C([O-])c1ccc(C(F)(F)F)cc1,1,17,1,0
13085,1o6i_ligand,1o6i,O=C[C@H]1CCC[NH2+]1,1,17,0,0
13831,4oyp_ligand,4oyp,O=C([O-])c1cc2ccccc2o1,1,17,2,0
239,3atl_ligand,3atl,NC(=[NH2+])c1ccccc1,1,18,1,0
875,5moq_ligand,5moq,NC(=[NH2+])c1ccccc1,1,18,1,0
1263,2wi3_ligand,2wi3,CSc1nc(C)nc(N)n1,1,18,1,0
2141,3bls_ligand,3bls,Nc1cccc(B(O)O)c1,1,18,1,0
2372,3h2a_ligand,3h2a,[H]/N=C1\NC(=[NH2+])C([N+](=O)[O-])C(=O)N1,1,18,0,1
2538,5mgl_ligand,5mgl,CNC(=O)c1cc(Cl)ccn1,1,18,1,1
2699,1j15_ligand,1j15,NC(=[NH2+])c1ccccc1,1,18,1,0
2990,5ytu_ligand,5ytu,OCc1ccc(O)c(O)c1,1,18,1,0
3225,4w54_ligand,4w54,CCc1ccccc1,1,18,1,0
4794,1v2v_ligand,1v2v,NC(=[NH2+])c1ccccc1,1,18,1,0
4849,5mo0_ligand,5mo0,NC(=[NH2+])c1ccccc1,1,18,1,0
4892,2o48_ligand,2o48,CC(=O)c1ccc(O)cc1,1,18,1,0
5261,5mgg_ligand,5mgg,CNC(=O)c1cc(Cl)ccn1,1,18,1,1
6429,1ce5_ligand,1ce5,NC(=[NH2+])c1ccccc1,1,18,1,0
6734,2bmv_ligand,2bmv,NC(=[NH2+])c1ccccc1,1,18,1,0
6912,2wa4_ligand,2wa4,O=C(NO)c1cccc(O)c1,1,18,1,1
7404,1bra_ligand,1bra,NC(=[NH2+])c1ccccc1,1,18,1,0
7779,5mnh_ligand,5mnh,NC(=[NH2+])c1ccccc1,1,18,1,0
8211,4pml_ligand,4pml,NC(=O)c1cccc(N)c1,1,18,1,1
8288,1bug_ligand,1bug,NC(=S)Nc1ccccc1,1,18,1,0
8573,2wi2_ligand,2wi2,CSc1nc(C)nc(N)n1,1,18,1,0
8833,1v2m_ligand,1v2m,NC(=[NH2+])c1ccccc1,1,18,1,0
9579,5mng_ligand,5mng,NC(=[NH2+])c1ccccc1,1,18,1,0
9607,6e6v_ligand,6e6v,CC1=CC(=O)C(O)C(C(=O)[O-])=N1,1,18,0,0
10187,5i38_ligand,5i38,OCC1C=C(O)C(O)=CO1,1,18,0,0
10451,4ob0_ligand,4ob0,[OH2+]B([OH2+])c1ccccc1,1,18,1,0
11218,5z1c_ligand,5z1c,[NH3+]Cc1ccc(I)cc1,1,18,1,0
11770,1c5z_ligand,1c5z,NC(=[NH2+])c1ccccc1,1,18,1,0
11829,2j9n_ligand,2j9n,NC(=[NH2+])c1ccccc1,1,18,1,0
11882,1bio_ligand,1bio,Nc1ccccc1CO,1,18,1,0
12957,4zcw_ligand,4zcw,O=C1[C@@H]([P+](=O)(=O)[O-])C[C@H](O)N1O,1,18,0,1
13158,3rxe_ligand,3rxe,NC(=[NH2+])c1ccccc1,1,18,1,0
31,5ale_ligand,5ale,Oc1ccc(Cl)cc1-c1ccno1,1,19,2,0
1920,5xvq_ligand,5xvq,C[n+]1cccc(C(N)=O)c1,1,19,1,1
3822,5ngr_ligand,5ngr,CSc1nc2ncnc(N)c2[nH]1,1,19,2,0
4766,5xvk_ligand,5xvk,C[n+]1cccc(C(N)=O)c1,1,19,1,1
5075,3kig_ligand,3kig,C#Cc1cccc(S(N)(=O)=O)c1,1,19,1,0
5879,3v4j_ligand,3v4j,C/[N+](=N\O)C1=CC(=O)C(=O)C=C1,1,19,0,0
